model,dataset,filename,num_detections,iou,accuracy,precision,recall,inference_time_sec
YOLO26+UNET,Main,000000404839.jpg,2,0.813661040238169,0.8987668325526932,0.9351153015489654,0.8623468775877331,0.24527430534362793
YOLO26+UNET,Main,000000167486.jpg,3,0.549348115573999,0.9526302083333333,0.7721673268619684,0.6556159219425657,0.32633185386657715
YOLO26+UNET,Main,000000535858.jpg,1,0.7428472940365392,0.9972637910798122,0.770192994996426,0.954384410983171,0.1600782871246338
YOLO26+UNET,Main,000000276018.jpg,7,0.7316382090183433,0.8093224158653847,0.920453562996708,0.7810212799575642,0.7001776695251465
YOLO26+UNET,Main,000000476258.jpg,1,0.9138707334785766,0.9899012261580381,0.9328737165943882,0.9781958101752886,0.15301942825317383
YOLO26+UNET,Main,000000534270.jpg,2,0.7868663594470046,0.9687928841393082,0.8577780794949255,0.904927307885125,0.2907145023345947
YOLO26+UNET,Main,000000004134.jpg,10,0.8379899892494249,0.8969485294117647,0.9196924716449723,0.904149569078414,0.9119739532470703
YOLO26+UNET,Main,000000398438.jpg,1,0.9017097764138535,0.9798018018018018,0.9716247283721223,0.9260971363390766,0.1578691005706787
YOLO26+UNET,Main,000000151938.jpg,3,0.4668769716088328,0.6555950797872341,0.9436949353526738,0.480254938912063,0.3340170383453369
YOLO26+UNET,Main,000000273493.jpg,1,0.14834867352463454,0.9811051051051051,0.6980891719745222,0.15851894706392827,0.1567380428314209
YOLO26+UNET,Main,000000151051.jpg,1,0.8165276724791509,0.9944626046025105,0.8326706428098078,0.9768074630733351,0.1683809757232666
YOLO26+UNET,Main,000000379332.jpg,3,0.841207447526743,0.936622754491018,0.9217175453305059,0.9059313955179267,0.3255162239074707
YOLO26+UNET,Main,000000273760.jpg,1,0.8828876757957069,0.983060091006424,0.9357440549154205,0.9398685085321711,0.16606402397155762
YOLO26+UNET,Main,000000138639.jpg,6,0.5725721719117426,0.9721907552083333,0.8651999697588266,0.6286530432871896,0.5959959030151367
YOLO26+UNET,Main,000000082715.jpg,1,0.7319426336375489,0.9962382903981265,0.9476704929101958,0.7627717391304348,0.1582016944885254
YOLO26+UNET,Main,000000347174.jpg,1,0.6620226766906753,0.9294276932084309,0.8221864321936144,0.7726463910989303,0.16164517402648926
YOLO26+UNET,Main,000000546475.jpg,2,0.8679227584826844,0.9138340404699739,0.905977271095387,0.9538382241770325,0.27199673652648926
YOLO26+UNET,Main,000000292415.jpg,1,0.7442176870748299,0.9898378378378379,0.8780096308186196,0.8300455235204856,0.15948963165283203
YOLO26+UNET,Main,lip_1402.jpg,1,0.9278005901409323,0.9854208333333333,0.9376681333806018,0.9887848001055548,0.15977144241333008
YOLO26+UNET,Main,lip_1945.jpg,1,0.8819088646772204,0.9529416666666667,0.9584763290074775,0.9169420768829362,0.15908265113830566
YOLO26+UNET,Main,lip_1013.jpg,1,0.9721679342579294,0.9923386051335235,0.9833047537391636,0.9884840068952307,0.18921756744384766
YOLO26+UNET,Main,lip_1337.jpg,1,0.9486307260114282,0.9867062314540059,0.9548164961144879,0.9932170154868142,0.15523338317871094
YOLO26+UNET,Main,lip_1035.jpg,1,0.9609694374148335,0.9850149476831092,0.9700715296337054,0.990330411057837,0.16819357872009277
YOLO26+UNET,Main,lip_1150.jpg,1,0.972779320511502,0.9909049255441008,0.9795629509441779,0.9929313783812157,0.18245267868041992
YOLO26+UNET,Main,lip_0786.jpg,1,0.8973339693644988,0.9838583333333333,0.9658831583751711,0.9267064426076961,0.16010451316833496
YOLO26+UNET,Main,lip_1669.jpg,1,0.9701476130653266,0.9920791666666666,0.9793909224940155,0.9903655017633857,0.1631171703338623
YOLO26+UNET,Main,lip_0399.jpg,1,0.9537270642201835,0.98655,0.9818772136953955,0.9708165528512228,0.16186928749084473
YOLO26+UNET,Main,lip_0279.jpg,1,0.9223363997656634,0.9795625,0.961746107744886,0.9574621959237344,0.16065406799316406
YOLO26+UNET,Main,lip_0992.jpg,1,0.919642365382144,0.9808026315789473,0.9476890478082374,0.9688225282376606,0.1930694580078125
YOLO26+UNET,Main,lip_0019.jpg,1,0.8964727272727273,0.976275,0.9662538214313711,0.9254476519388866,0.16007351875305176
YOLO26+UNET,Main,lip_0735.jpg,1,0.9689532421106388,0.9913875,0.9771725464653044,0.9913938835100661,0.16133928298950195
YOLO26+UNET,Main,lip_0109.jpg,1,0.8873809810774979,0.9805333333333334,0.9702952029520295,0.9121611576391297,0.16050434112548828
YOLO26+UNET,Main,lip_1268.jpg,1,0.9654462200481804,0.9921708333333333,0.9810700203688824,0.9837724393808792,0.15927720069885254
YOLO26+UNET,Main,lip_0923.jpg,1,0.9395081013201017,0.9835416666666666,0.9652134237480137,0.972434891499041,0.16115832328796387
YOLO26+UNET,Main,lip_0644.jpg,1,0.9363350028398822,0.97945,0.9448974806554985,0.9904148119828504,0.1587512493133545
YOLO26+UNET,Main,lip_0383.jpg,1,0.9658510874389703,0.9941603415559772,0.9825041623162232,0.982753754092808,0.20011377334594727
YOLO26+UNET,Main,lip_0287.jpg,2,0.9098196392785571,0.9829375,0.924188533208062,0.9831984769157543,0.2498016357421875
YOLO26+UNET,Main,lip_0591.jpg,1,0.9301710703717322,0.9833833333333334,0.9511727842435094,0.9768130332450721,0.15945148468017578
YOLO26+UNET,Main,lip_1772.jpg,1,0.9295187206888599,0.9847208333333334,0.9724322367891901,0.9546755631008548,0.1596388816833496
YOLO26+UNET,Main,lip_0341.jpg,1,0.9227596474990946,0.9840041666666667,0.9741503823279524,0.9459214189955656,0.16288971900939941
