model,dataset,num_images,mean_iou,mean_accuracy,mean_precision,mean_recall,mean_inference_time_sec,fps
YOLO26+UNET,PennFudan,68,0.8297611160277922,0.9625161838186694,0.858211579546685,0.9612304581926071,0.44025927782058716,2.2713888164953477
YOLO26+UNET,Main,847,0.8214178123197633,0.9704402511571607,0.886287757509627,0.898783182699853,0.24392783740335258,4.099573097704411
